MNIST: 2024-04-15 19:07:51,854 [INFO] EvoJAX MNIST Demo
MNIST: 2024-04-15 19:07:51,854 [INFO] ==============================
MNIST: 2024-04-15 19:07:56,233 [INFO] ConvNetPolicy.num_params = 11274
MNIST: 2024-04-15 19:07:57,244 [INFO] use_for_loop=False
MNIST: 2024-04-15 19:07:57,267 [INFO] Start to train for 5000 iterations.
MNIST: 2024-04-15 19:08:05,995 [INFO] Iter=1, size=128, max=-2.2955, avg=-2.3047, min=-2.3156, std=0.0037
MNIST: 2024-04-15 19:22:19,312 [INFO] Iter=1207, size=128, max=-0.1143, avg=-0.1378, min=-0.1904, std=0.0131
MNIST: 2024-04-15 19:22:19,389 [INFO] Iter=1208, size=128, max=-0.0928, avg=-0.1118, min=-0.1677, std=0.0122
MNIST: 2024-04-15 19:22:19,467 [INFO] Iter=1209, size=128, max=-0.0802, avg=-0.1010, min=-0.1313, std=0.0095
MNIST: 2024-04-15 19:22:19,540 [INFO] Iter=1210, size=128, max=-0.0987, avg=-0.1270, min=-0.1714, std=0.0125
MNIST: 2024-04-15 19:22:19,618 [INFO] Iter=1211, size=128, max=-0.0779, avg=-0.1006, min=-0.1551, std=0.0117
MNIST: 2024-04-15 19:22:19,690 [INFO] Iter=1212, size=128, max=-0.1011, avg=-0.1211, min=-0.1609, std=0.0115
MNIST: 2024-04-15 19:22:19,768 [INFO] Iter=1213, size=128, max=-0.0894, avg=-0.1135, min=-0.1430, std=0.0121
MNIST: 2024-04-15 19:22:19,846 [INFO] Iter=1214, size=128, max=-0.1099, avg=-0.1364, min=-0.1952, std=0.0132
MNIST: 2024-04-15 19:22:19,922 [INFO] Iter=1215, size=128, max=-0.1083, avg=-0.1297, min=-0.1715, std=0.0122
MNIST: 2024-04-15 19:22:19,999 [INFO] Iter=1216, size=128, max=-0.0997, avg=-0.1301, min=-0.1723, std=0.0146
MNIST: 2024-04-15 19:22:20,077 [INFO] Iter=1217, size=128, max=-0.0872, avg=-0.1116, min=-0.1523, std=0.0130
MNIST: 2024-04-15 19:22:20,155 [INFO] Iter=1218, size=128, max=-0.1001, avg=-0.1212, min=-0.1652, std=0.0127
MNIST: 2024-04-15 19:22:20,234 [INFO] Iter=1219, size=128, max=-0.0996, avg=-0.1233, min=-0.1670, std=0.0132
MNIST: 2024-04-15 19:22:20,307 [INFO] Iter=1220, size=128, max=-0.1060, avg=-0.1293, min=-0.1715, std=0.0128
MNIST: 2024-04-15 19:22:20,385 [INFO] Iter=1221, size=128, max=-0.0902, avg=-0.1171, min=-0.1927, std=0.0160
MNIST: 2024-04-15 19:22:20,457 [INFO] Iter=1222, size=128, max=-0.1391, avg=-0.1646, min=-0.2080, std=0.0132
MNIST: 2024-04-15 19:22:20,530 [INFO] Iter=1223, size=128, max=-0.0967, avg=-0.1210, min=-0.1664, std=0.0134
MNIST: 2024-04-15 19:22:20,603 [INFO] Iter=1224, size=128, max=-0.1046, avg=-0.1239, min=-0.1702, std=0.0121
MNIST: 2024-04-15 19:22:20,681 [INFO] Iter=1225, size=128, max=-0.1045, avg=-0.1318, min=-0.1746, std=0.0128
MNIST: 2024-04-15 19:22:20,758 [INFO] Iter=1226, size=128, max=-0.0823, avg=-0.1100, min=-0.1653, std=0.0136
MNIST: 2024-04-15 19:22:20,831 [INFO] Iter=1227, size=128, max=-0.1105, avg=-0.1332, min=-0.1857, std=0.0135
MNIST: 2024-04-15 19:22:20,904 [INFO] Iter=1228, size=128, max=-0.0744, avg=-0.0963, min=-0.1533, std=0.0120
MNIST: 2024-04-15 19:22:20,976 [INFO] Iter=1229, size=128, max=-0.0759, avg=-0.0970, min=-0.1468, std=0.0119
MNIST: 2024-04-15 19:22:21,054 [INFO] Iter=1230, size=128, max=-0.0867, avg=-0.1123, min=-0.1507, std=0.0127
MNIST: 2024-04-15 19:22:21,133 [INFO] Iter=1231, size=128, max=-0.0811, avg=-0.1000, min=-0.1457, std=0.0112
MNIST: 2024-04-15 19:22:21,212 [INFO] Iter=1232, size=128, max=-0.0878, avg=-0.1139, min=-0.1676, std=0.0156
MNIST: 2024-04-15 19:22:21,285 [INFO] Iter=1233, size=128, max=-0.1022, avg=-0.1306, min=-0.1924, std=0.0151
MNIST: 2024-04-15 19:22:21,357 [INFO] Iter=1234, size=128, max=-0.1135, avg=-0.1399, min=-0.1870, std=0.0139
MNIST: 2024-04-15 19:22:21,434 [INFO] Iter=1235, size=128, max=-0.0891, avg=-0.1194, min=-0.1668, std=0.0146
MNIST: 2024-04-15 19:22:21,512 [INFO] Iter=1236, size=128, max=-0.0776, avg=-0.0974, min=-0.1265, std=0.0106
MNIST: 2024-04-15 19:22:21,586 [INFO] Iter=1237, size=128, max=-0.0916, avg=-0.1176, min=-0.1723, std=0.0155
MNIST: 2024-04-15 19:22:21,663 [INFO] Iter=1238, size=128, max=-0.0884, avg=-0.1128, min=-0.1610, std=0.0135
MNIST: 2024-04-15 19:22:21,741 [INFO] Iter=1239, size=128, max=-0.0834, avg=-0.1051, min=-0.1413, std=0.0118
MNIST: 2024-04-15 19:22:21,818 [INFO] Iter=1240, size=128, max=-0.0984, avg=-0.1283, min=-0.1606, std=0.0118
MNIST: 2024-04-15 19:22:21,896 [INFO] Iter=1241, size=128, max=-0.1301, avg=-0.1511, min=-0.2005, std=0.0127
MNIST: 2024-04-15 19:22:21,969 [INFO] Iter=1242, size=128, max=-0.1179, avg=-0.1463, min=-0.1899, std=0.0126
MNIST: 2024-04-15 19:22:22,047 [INFO] Iter=1243, size=128, max=-0.1045, avg=-0.1330, min=-0.1756, std=0.0113
MNIST: 2024-04-15 19:22:22,124 [INFO] Iter=1244, size=128, max=-0.1085, avg=-0.1311, min=-0.1699, std=0.0129
MNIST: 2024-04-15 19:22:22,202 [INFO] Iter=1245, size=128, max=-0.0973, avg=-0.1179, min=-0.1726, std=0.0116
MNIST: 2024-04-15 19:22:22,274 [INFO] Iter=1246, size=128, max=-0.1129, avg=-0.1406, min=-0.1792, std=0.0118
MNIST: 2024-04-15 19:22:22,353 [INFO] Iter=1247, size=128, max=-0.0916, avg=-0.1117, min=-0.1566, std=0.0121
MNIST: 2024-04-15 19:22:22,426 [INFO] Iter=1248, size=128, max=-0.0976, avg=-0.1157, min=-0.1472, std=0.0101
MNIST: 2024-04-15 19:22:22,503 [INFO] Iter=1249, size=128, max=-0.0875, avg=-0.1132, min=-0.1493, std=0.0114
MNIST: 2024-04-15 19:22:22,580 [INFO] Iter=1250, size=128, max=-0.0827, avg=-0.1011, min=-0.1485, std=0.0117
MNIST: 2024-04-15 19:22:22,652 [INFO] Iter=1251, size=128, max=-0.0986, avg=-0.1219, min=-0.1688, std=0.0121
MNIST: 2024-04-15 19:22:22,725 [INFO] Iter=1252, size=128, max=-0.0869, avg=-0.1062, min=-0.1427, std=0.0105
MNIST: 2024-04-15 19:22:22,798 [INFO] Iter=1253, size=128, max=-0.1153, avg=-0.1384, min=-0.1816, std=0.0129
MNIST: 2024-04-15 19:22:22,875 [INFO] Iter=1254, size=128, max=-0.0793, avg=-0.0985, min=-0.1373, std=0.0097
MNIST: 2024-04-15 19:22:22,948 [INFO] Iter=1255, size=128, max=-0.1001, avg=-0.1223, min=-0.1530, std=0.0111
MNIST: 2024-04-15 19:22:23,026 [INFO] Iter=1256, size=128, max=-0.1034, avg=-0.1323, min=-0.1720, std=0.0137
MNIST: 2024-04-15 19:22:23,104 [INFO] Iter=1257, size=128, max=-0.0910, avg=-0.1141, min=-0.1545, std=0.0124
MNIST: 2024-04-15 19:22:23,181 [INFO] Iter=1258, size=128, max=-0.0895, avg=-0.1105, min=-0.1558, std=0.0107
MNIST: 2024-04-15 19:22:23,258 [INFO] Iter=1259, size=128, max=-0.0858, avg=-0.1058, min=-0.1456, std=0.0115
MNIST: 2024-04-15 19:22:23,336 [INFO] Iter=1260, size=128, max=-0.0823, avg=-0.1004, min=-0.1282, std=0.0096
MNIST: 2024-04-15 19:22:23,413 [INFO] Iter=1261, size=128, max=-0.1131, avg=-0.1374, min=-0.1941, std=0.0127
MNIST: 2024-04-15 19:22:23,492 [INFO] Iter=1262, size=128, max=-0.0886, avg=-0.1066, min=-0.1496, std=0.0118
MNIST: 2024-04-15 19:22:23,565 [INFO] Iter=1263, size=128, max=-0.0817, avg=-0.1031, min=-0.1682, std=0.0143
MNIST: 2024-04-15 19:22:23,638 [INFO] Iter=1264, size=128, max=-0.1006, avg=-0.1306, min=-0.1667, std=0.0126
MNIST: 2024-04-15 19:22:23,715 [INFO] Iter=1265, size=128, max=-0.0976, avg=-0.1198, min=-0.1562, std=0.0121
MNIST: 2024-04-15 19:22:23,793 [INFO] Iter=1266, size=128, max=-0.1019, avg=-0.1258, min=-0.1713, std=0.0121
MNIST: 2024-04-15 19:22:23,870 [INFO] Iter=1267, size=128, max=-0.0927, avg=-0.1145, min=-0.1696, std=0.0132
MNIST: 2024-04-15 19:22:23,943 [INFO] Iter=1268, size=128, max=-0.0719, avg=-0.0987, min=-0.1385, std=0.0102
MNIST: 2024-04-15 19:22:24,020 [INFO] Iter=1269, size=128, max=-0.0886, avg=-0.1079, min=-0.1585, std=0.0119
MNIST: 2024-04-15 19:22:24,092 [INFO] Iter=1270, size=128, max=-0.0790, avg=-0.1002, min=-0.1567, std=0.0126
MNIST: 2024-04-15 19:22:24,166 [INFO] Iter=1271, size=128, max=-0.0731, avg=-0.0909, min=-0.1263, std=0.0099
MNIST: 2024-04-15 19:22:24,239 [INFO] Iter=1272, size=128, max=-0.0995, avg=-0.1243, min=-0.1660, std=0.0134
MNIST: 2024-04-15 19:22:24,316 [INFO] Iter=1273, size=128, max=-0.0923, avg=-0.1172, min=-0.1579, std=0.0132
MNIST: 2024-04-15 19:22:24,389 [INFO] Iter=1274, size=128, max=-0.0805, avg=-0.1022, min=-0.1595, std=0.0122
MNIST: 2024-04-15 19:22:24,468 [INFO] Iter=1275, size=128, max=-0.1174, avg=-0.1422, min=-0.1787, std=0.0107
MNIST: 2024-04-15 19:22:24,546 [INFO] Iter=1276, size=128, max=-0.0838, avg=-0.1032, min=-0.1398, std=0.0117
MNIST: 2024-04-15 19:22:24,624 [INFO] Iter=1277, size=128, max=-0.0914, avg=-0.1134, min=-0.1672, std=0.0130
MNIST: 2024-04-15 19:22:24,696 [INFO] Iter=1278, size=128, max=-0.1011, avg=-0.1255, min=-0.1670, std=0.0118
MNIST: 2024-04-15 19:22:24,769 [INFO] Iter=1279, size=128, max=-0.0846, avg=-0.1074, min=-0.1493, std=0.0128
MNIST: 2024-04-15 19:22:24,847 [INFO] Iter=1280, size=128, max=-0.0905, avg=-0.1107, min=-0.1553, std=0.0117
MNIST: 2024-04-15 19:22:24,924 [INFO] Iter=1281, size=128, max=-0.1005, avg=-0.1213, min=-0.1633, std=0.0127
MNIST: 2024-04-15 19:22:25,002 [INFO] Iter=1282, size=128, max=-0.1060, avg=-0.1330, min=-0.2031, std=0.0156
MNIST: 2024-04-15 19:22:25,074 [INFO] Iter=1283, size=128, max=-0.1086, avg=-0.1275, min=-0.1690, std=0.0121
MNIST: 2024-04-15 19:22:25,152 [INFO] Iter=1284, size=128, max=-0.0746, avg=-0.1015, min=-0.1399, std=0.0117
MNIST: 2024-04-15 19:22:25,231 [INFO] Iter=1285, size=128, max=-0.0826, avg=-0.1067, min=-0.1510, std=0.0120
MNIST: 2024-04-15 19:22:25,309 [INFO] Iter=1286, size=128, max=-0.0903, avg=-0.1148, min=-0.1543, std=0.0128
MNIST: 2024-04-15 19:22:25,386 [INFO] Iter=1287, size=128, max=-0.0870, avg=-0.1058, min=-0.1435, std=0.0107
MNIST: 2024-04-15 19:22:25,458 [INFO] Iter=1288, size=128, max=-0.0983, avg=-0.1174, min=-0.1461, std=0.0101
MNIST: 2024-04-15 19:22:25,536 [INFO] Iter=1289, size=128, max=-0.0867, avg=-0.1172, min=-0.1692, std=0.0142
MNIST: 2024-04-15 19:22:25,613 [INFO] Iter=1290, size=128, max=-0.1055, avg=-0.1305, min=-0.1798, std=0.0132
MNIST: 2024-04-15 19:22:25,692 [INFO] Iter=1291, size=128, max=-0.0916, avg=-0.1205, min=-0.1532, std=0.0132
MNIST: 2024-04-15 19:22:25,771 [INFO] Iter=1292, size=128, max=-0.0770, avg=-0.1006, min=-0.1398, std=0.0111
MNIST: 2024-04-15 19:22:25,849 [INFO] Iter=1293, size=128, max=-0.0929, avg=-0.1241, min=-0.2053, std=0.0173
MNIST: 2024-04-15 19:22:25,927 [INFO] Iter=1294, size=128, max=-0.1050, avg=-0.1297, min=-0.1796, std=0.0122
MNIST: 2024-04-15 19:22:26,005 [INFO] Iter=1295, size=128, max=-0.1104, avg=-0.1361, min=-0.1875, std=0.0148
MNIST: 2024-04-15 19:22:26,077 [INFO] Iter=1296, size=128, max=-0.0945, avg=-0.1154, min=-0.1711, std=0.0130
MNIST: 2024-04-15 19:22:26,155 [INFO] Iter=1297, size=128, max=-0.1037, avg=-0.1347, min=-0.1947, std=0.0164
MNIST: 2024-04-15 19:22:26,233 [INFO] Iter=1298, size=128, max=-0.1212, avg=-0.1437, min=-0.1886, std=0.0124
MNIST: 2024-04-15 19:22:26,310 [INFO] Iter=1299, size=128, max=-0.0953, avg=-0.1226, min=-0.1617, std=0.0136
MNIST: 2024-04-15 19:22:26,388 [INFO] Iter=1300, size=128, max=-0.1115, avg=-0.1357, min=-0.1892, std=0.0119
MNIST: 2024-04-15 19:22:26,461 [INFO] Iter=1301, size=128, max=-0.1188, avg=-0.1437, min=-0.1946, std=0.0153
MNIST: 2024-04-15 19:22:26,538 [INFO] Iter=1302, size=128, max=-0.0894, avg=-0.1156, min=-0.1641, std=0.0120
MNIST: 2024-04-15 19:22:26,616 [INFO] Iter=1303, size=128, max=-0.0924, avg=-0.1137, min=-0.1613, std=0.0127
MNIST: 2024-04-15 19:22:26,694 [INFO] Iter=1304, size=128, max=-0.1124, avg=-0.1402, min=-0.1891, std=0.0138
MNIST: 2024-04-15 19:22:26,771 [INFO] Iter=1305, size=128, max=-0.0743, avg=-0.0967, min=-0.1485, std=0.0128
MNIST: 2024-04-15 19:22:26,844 [INFO] Iter=1306, size=128, max=-0.0753, avg=-0.0949, min=-0.1268, std=0.0111
MNIST: 2024-04-15 19:22:26,922 [INFO] Iter=1307, size=128, max=-0.0769, avg=-0.0995, min=-0.1649, std=0.0131
MNIST: 2024-04-15 19:22:26,999 [INFO] Iter=1308, size=128, max=-0.1247, avg=-0.1498, min=-0.1976, std=0.0123
MNIST: 2024-04-15 19:22:27,072 [INFO] Iter=1309, size=128, max=-0.1046, avg=-0.1267, min=-0.1772, std=0.0111
MNIST: 2024-04-15 19:22:27,150 [INFO] Iter=1310, size=128, max=-0.0818, avg=-0.1127, min=-0.1465, std=0.0125
MNIST: 2024-04-15 19:22:27,229 [INFO] Iter=1311, size=128, max=-0.0934, avg=-0.1193, min=-0.1893, std=0.0142
MNIST: 2024-04-15 19:22:27,302 [INFO] Iter=1312, size=128, max=-0.1027, avg=-0.1274, min=-0.1649, std=0.0114
MNIST: 2024-04-15 19:22:27,374 [INFO] Iter=1313, size=128, max=-0.0951, avg=-0.1144, min=-0.1471, std=0.0113
MNIST: 2024-04-15 19:22:27,447 [INFO] Iter=1314, size=128, max=-0.0932, avg=-0.1105, min=-0.1567, std=0.0102
MNIST: 2024-04-15 19:22:27,520 [INFO] Iter=1315, size=128, max=-0.0954, avg=-0.1162, min=-0.1567, std=0.0132
MNIST: 2024-04-15 19:22:27,597 [INFO] Iter=1316, size=128, max=-0.0984, avg=-0.1224, min=-0.1765, std=0.0133
MNIST: 2024-04-15 19:22:27,674 [INFO] Iter=1317, size=128, max=-0.0828, avg=-0.1100, min=-0.1520, std=0.0141
MNIST: 2024-04-15 19:22:27,752 [INFO] Iter=1318, size=128, max=-0.0991, avg=-0.1241, min=-0.1627, std=0.0117
MNIST: 2024-04-15 19:22:27,826 [INFO] Iter=1319, size=128, max=-0.1101, avg=-0.1395, min=-0.1948, std=0.0128
MNIST: 2024-04-15 19:22:27,899 [INFO] Iter=1320, size=128, max=-0.1103, avg=-0.1351, min=-0.1785, std=0.0135
MNIST: 2024-04-15 19:22:27,977 [INFO] Iter=1321, size=128, max=-0.0860, avg=-0.1089, min=-0.1455, std=0.0104
MNIST: 2024-04-15 19:22:28,049 [INFO] Iter=1322, size=128, max=-0.0995, avg=-0.1162, min=-0.1529, std=0.0105
MNIST: 2024-04-15 19:22:28,126 [INFO] Iter=1323, size=128, max=-0.1123, avg=-0.1403, min=-0.2098, std=0.0147
MNIST: 2024-04-15 19:22:28,198 [INFO] Iter=1324, size=128, max=-0.0780, avg=-0.1011, min=-0.1532, std=0.0118
MNIST: 2024-04-15 19:22:28,276 [INFO] Iter=1325, size=128, max=-0.0830, avg=-0.1073, min=-0.1602, std=0.0138
MNIST: 2024-04-15 19:22:28,354 [INFO] Iter=1326, size=128, max=-0.0689, avg=-0.0951, min=-0.1543, std=0.0153
MNIST: 2024-04-15 19:22:28,432 [INFO] Iter=1327, size=128, max=-0.0838, avg=-0.1031, min=-0.1368, std=0.0114
MNIST: 2024-04-15 19:22:28,505 [INFO] Iter=1328, size=128, max=-0.1062, avg=-0.1309, min=-0.1755, std=0.0126
MNIST: 2024-04-15 19:22:28,583 [INFO] Iter=1329, size=128, max=-0.0806, avg=-0.1024, min=-0.1513, std=0.0125
MNIST: 2024-04-15 19:22:28,656 [INFO] Iter=1330, size=128, max=-0.0657, avg=-0.0916, min=-0.1763, std=0.0144
MNIST: 2024-04-15 19:22:28,734 [INFO] Iter=1331, size=128, max=-0.0923, avg=-0.1156, min=-0.1572, std=0.0121
MNIST: 2024-04-15 19:22:28,806 [INFO] Iter=1332, size=128, max=-0.0971, avg=-0.1207, min=-0.1706, std=0.0129
MNIST: 2024-04-15 19:22:28,879 [INFO] Iter=1333, size=128, max=-0.0949, avg=-0.1227, min=-0.1671, std=0.0137
MNIST: 2024-04-15 19:22:28,951 [INFO] Iter=1334, size=128, max=-0.0766, avg=-0.1001, min=-0.1401, std=0.0115
MNIST: 2024-04-15 19:22:29,030 [INFO] Iter=1335, size=128, max=-0.0711, avg=-0.0938, min=-0.1334, std=0.0121
MNIST: 2024-04-15 19:22:29,104 [INFO] Iter=1336, size=128, max=-0.0960, avg=-0.1223, min=-0.1674, std=0.0135
MNIST: 2024-04-15 19:22:29,176 [INFO] Iter=1337, size=128, max=-0.0733, avg=-0.0949, min=-0.1460, std=0.0116
MNIST: 2024-04-15 19:22:29,254 [INFO] Iter=1338, size=128, max=-0.0707, avg=-0.0936, min=-0.1319, std=0.0129
MNIST: 2024-04-15 19:22:29,327 [INFO] Iter=1339, size=128, max=-0.0874, avg=-0.1108, min=-0.1622, std=0.0119
MNIST: 2024-04-15 19:22:29,400 [INFO] Iter=1340, size=128, max=-0.0830, avg=-0.1059, min=-0.1669, std=0.0130
MNIST: 2024-04-15 19:22:29,472 [INFO] Iter=1341, size=128, max=-0.0839, avg=-0.1062, min=-0.1394, std=0.0110
MNIST: 2024-04-15 19:22:29,545 [INFO] Iter=1342, size=128, max=-0.1025, avg=-0.1211, min=-0.1581, std=0.0102
MNIST: 2024-04-15 19:22:29,623 [INFO] Iter=1343, size=128, max=-0.0703, avg=-0.0916, min=-0.1350, std=0.0119
MNIST: 2024-04-15 19:22:29,700 [INFO] Iter=1344, size=128, max=-0.0890, avg=-0.1101, min=-0.1572, std=0.0130
MNIST: 2024-04-15 19:22:29,777 [INFO] Iter=1345, size=128, max=-0.1033, avg=-0.1347, min=-0.1795, std=0.0134
MNIST: 2024-04-15 19:22:29,855 [INFO] Iter=1346, size=128, max=-0.1070, avg=-0.1324, min=-0.1706, std=0.0124
MNIST: 2024-04-15 19:22:29,928 [INFO] Iter=1347, size=128, max=-0.0768, avg=-0.0981, min=-0.1240, std=0.0095
MNIST: 2024-04-15 19:22:30,006 [INFO] Iter=1348, size=128, max=-0.0952, avg=-0.1175, min=-0.1618, std=0.0114
MNIST: 2024-04-15 19:22:30,078 [INFO] Iter=1349, size=128, max=-0.1184, avg=-0.1394, min=-0.1859, std=0.0128
MNIST: 2024-04-15 19:22:30,156 [INFO] Iter=1350, size=128, max=-0.0892, avg=-0.1098, min=-0.1517, std=0.0115
MNIST: 2024-04-15 19:22:30,234 [INFO] Iter=1351, size=128, max=-0.0902, avg=-0.1113, min=-0.1511, std=0.0109
MNIST: 2024-04-15 19:22:30,312 [INFO] Iter=1352, size=128, max=-0.1219, avg=-0.1403, min=-0.1784, std=0.0107
MNIST: 2024-04-15 19:22:30,390 [INFO] Iter=1353, size=128, max=-0.0880, avg=-0.1131, min=-0.1522, std=0.0137
MNIST: 2024-04-15 19:22:30,469 [INFO] Iter=1354, size=128, max=-0.0980, avg=-0.1213, min=-0.1472, std=0.0095
MNIST: 2024-04-15 19:22:30,547 [INFO] Iter=1355, size=128, max=-0.0886, avg=-0.1097, min=-0.1658, std=0.0139
MNIST: 2024-04-15 19:22:30,620 [INFO] Iter=1356, size=128, max=-0.1125, avg=-0.1373, min=-0.1825, std=0.0131
MNIST: 2024-04-15 19:22:30,698 [INFO] Iter=1357, size=128, max=-0.1031, avg=-0.1249, min=-0.1656, std=0.0122
MNIST: 2024-04-15 19:22:30,775 [INFO] Iter=1358, size=128, max=-0.0969, avg=-0.1225, min=-0.1713, std=0.0138
MNIST: 2024-04-15 19:22:30,852 [INFO] Iter=1359, size=128, max=-0.0872, avg=-0.1115, min=-0.1509, std=0.0125
MNIST: 2024-04-15 19:22:30,925 [INFO] Iter=1360, size=128, max=-0.1037, avg=-0.1291, min=-0.1719, std=0.0131
MNIST: 2024-04-15 19:22:31,003 [INFO] Iter=1361, size=128, max=-0.0917, avg=-0.1129, min=-0.1661, std=0.0124
MNIST: 2024-04-15 19:22:31,081 [INFO] Iter=1362, size=128, max=-0.0883, avg=-0.1079, min=-0.1755, std=0.0136
MNIST: 2024-04-15 19:22:31,153 [INFO] Iter=1363, size=128, max=-0.1257, avg=-0.1540, min=-0.1994, std=0.0134
MNIST: 2024-04-15 19:22:31,226 [INFO] Iter=1364, size=128, max=-0.1113, avg=-0.1335, min=-0.1708, std=0.0119
MNIST: 2024-04-15 19:22:31,299 [INFO] Iter=1365, size=128, max=-0.0614, avg=-0.0811, min=-0.1183, std=0.0095
MNIST: 2024-04-15 19:22:31,371 [INFO] Iter=1366, size=128, max=-0.0705, avg=-0.0973, min=-0.1352, std=0.0118
MNIST: 2024-04-15 19:22:31,450 [INFO] Iter=1367, size=128, max=-0.0921, avg=-0.1175, min=-0.1537, std=0.0110
MNIST: 2024-04-15 19:22:31,523 [INFO] Iter=1368, size=128, max=-0.0850, avg=-0.1052, min=-0.1400, std=0.0101
MNIST: 2024-04-15 19:22:31,596 [INFO] Iter=1369, size=128, max=-0.0761, avg=-0.0938, min=-0.1356, std=0.0105
MNIST: 2024-04-15 19:22:31,669 [INFO] Iter=1370, size=128, max=-0.1064, avg=-0.1263, min=-0.1713, std=0.0107
MNIST: 2024-04-15 19:22:31,747 [INFO] Iter=1371, size=128, max=-0.0861, avg=-0.1127, min=-0.2017, std=0.0145
MNIST: 2024-04-15 19:22:31,820 [INFO] Iter=1372, size=128, max=-0.0791, avg=-0.1009, min=-0.1381, std=0.0110
MNIST: 2024-04-15 19:22:31,898 [INFO] Iter=1373, size=128, max=-0.0922, avg=-0.1176, min=-0.1688, std=0.0147
MNIST: 2024-04-15 19:22:31,970 [INFO] Iter=1374, size=128, max=-0.0913, avg=-0.1219, min=-0.1631, std=0.0146
MNIST: 2024-04-15 19:22:32,049 [INFO] Iter=1375, size=128, max=-0.1030, avg=-0.1271, min=-0.1967, std=0.0140
MNIST: 2024-04-15 19:22:32,127 [INFO] Iter=1376, size=128, max=-0.0743, avg=-0.0961, min=-0.1486, std=0.0130
MNIST: 2024-04-15 19:22:32,205 [INFO] Iter=1377, size=128, max=-0.1001, avg=-0.1248, min=-0.1621, std=0.0129
MNIST: 2024-04-15 19:22:32,278 [INFO] Iter=1378, size=128, max=-0.0731, avg=-0.0940, min=-0.1495, std=0.0103
MNIST: 2024-04-15 19:22:32,355 [INFO] Iter=1379, size=128, max=-0.0967, avg=-0.1233, min=-0.1596, std=0.0128
MNIST: 2024-04-15 19:22:32,433 [INFO] Iter=1380, size=128, max=-0.0734, avg=-0.0958, min=-0.1217, std=0.0102
MNIST: 2024-04-15 19:22:32,511 [INFO] Iter=1381, size=128, max=-0.0730, avg=-0.0989, min=-0.1470, std=0.0122
MNIST: 2024-04-15 19:22:32,589 [INFO] Iter=1382, size=128, max=-0.0831, avg=-0.1109, min=-0.1545, std=0.0131
MNIST: 2024-04-15 19:22:32,668 [INFO] Iter=1383, size=128, max=-0.1174, avg=-0.1375, min=-0.1742, std=0.0116
MNIST: 2024-04-15 19:22:32,747 [INFO] Iter=1384, size=128, max=-0.0969, avg=-0.1180, min=-0.1726, std=0.0123
MNIST: 2024-04-15 19:22:32,825 [INFO] Iter=1385, size=128, max=-0.0821, avg=-0.1035, min=-0.1421, std=0.0117
MNIST: 2024-04-15 19:22:32,898 [INFO] Iter=1386, size=128, max=-0.1037, avg=-0.1252, min=-0.1847, std=0.0131
MNIST: 2024-04-15 19:22:32,975 [INFO] Iter=1387, size=128, max=-0.0801, avg=-0.0969, min=-0.1346, std=0.0107
MNIST: 2024-04-15 19:22:33,053 [INFO] Iter=1388, size=128, max=-0.0625, avg=-0.0875, min=-0.1325, std=0.0129
MNIST: 2024-04-15 19:22:33,131 [INFO] Iter=1389, size=128, max=-0.0875, avg=-0.1103, min=-0.1497, std=0.0112
MNIST: 2024-04-15 19:22:33,210 [INFO] Iter=1390, size=128, max=-0.0650, avg=-0.0878, min=-0.1426, std=0.0118
MNIST: 2024-04-15 19:22:33,289 [INFO] Iter=1391, size=128, max=-0.0777, avg=-0.0990, min=-0.1387, std=0.0124
MNIST: 2024-04-15 19:22:33,368 [INFO] Iter=1392, size=128, max=-0.0695, avg=-0.0926, min=-0.1332, std=0.0124
MNIST: 2024-04-15 19:22:33,446 [INFO] Iter=1393, size=128, max=-0.1091, avg=-0.1360, min=-0.1835, std=0.0123
MNIST: 2024-04-15 19:22:33,524 [INFO] Iter=1394, size=128, max=-0.0882, avg=-0.1129, min=-0.1581, std=0.0124
MNIST: 2024-04-15 19:22:33,596 [INFO] Iter=1395, size=128, max=-0.1018, avg=-0.1248, min=-0.1695, std=0.0115
MNIST: 2024-04-15 19:22:33,668 [INFO] Iter=1396, size=128, max=-0.1018, avg=-0.1240, min=-0.1609, std=0.0124
MNIST: 2024-04-15 19:22:33,741 [INFO] Iter=1397, size=128, max=-0.0958, avg=-0.1204, min=-0.1527, std=0.0120
MNIST: 2024-04-15 19:22:33,814 [INFO] Iter=1398, size=128, max=-0.0947, avg=-0.1226, min=-0.1721, std=0.0145
MNIST: 2024-04-15 19:22:33,886 [INFO] Iter=1399, size=128, max=-0.0790, avg=-0.0979, min=-0.1311, std=0.0097
MNIST: 2024-04-15 19:22:33,960 [INFO] Iter=1400, size=128, max=-0.1156, avg=-0.1357, min=-0.1638, std=0.0112
MNIST: 2024-04-15 19:22:34,037 [INFO] Iter=1401, size=128, max=-0.0988, avg=-0.1244, min=-0.1649, std=0.0126
MNIST: 2024-04-15 19:22:34,115 [INFO] Iter=1402, size=128, max=-0.1046, avg=-0.1308, min=-0.1854, std=0.0140
MNIST: 2024-04-15 19:22:34,193 [INFO] Iter=1403, size=128, max=-0.0987, avg=-0.1240, min=-0.1607, std=0.0118
MNIST: 2024-04-15 19:22:34,271 [INFO] Iter=1404, size=128, max=-0.0835, avg=-0.1078, min=-0.1545, std=0.0117
MNIST: 2024-04-15 19:22:34,349 [INFO] Iter=1405, size=128, max=-0.0938, avg=-0.1130, min=-0.1441, std=0.0097
